,ticks,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,mag_x,mag_y,mag_z,r,theta,phi
b4774b2f-9828-4afe-ba1b-f50c90915f59,19603,95,287,991,-600,300,-300,-73,-195,-375,1036.09,16.97,71.68
f87b29e8-f33b-4eae-8c56-188c7de94e52,19622,94,289,991,-900,600,0,-70,-192,-372,1036.55,17.05,71.98
4758d505-1495-4eda-b52c-6525e5061f83,19641,96,291,992,-800,200,0,-66,-195,-387,1038.25,17.17,71.74
c025c7bb-9044-4529-a278-7f098bedc5e9,19659,96,288,991,-900,200,0,-73,-207,-380,1036.46,17.03,71.57
61ace984-cb04-4f51-ad47-8f41af946378,19678,95,289,988,-800,200,0,-78,-195,-386,1033.77,17.11,71.8
c3467217-31eb-4289-bc22-2dbbdd732680,19697,112,263,958,-6500,53700,18400,-64,-204,-365,999.74,16.61,66.93
49d7936e-2fd3-46ad-9021-debc31224d91,19716,-89,165,1147,-13100,33300,-4000,-63,-204,-372,1162.22,9.28,118.34
4e35624d-82fd-4cb4-b0ec-b916caf35e95,19734,156,373,1243,-1900,-44600,195600,-30,-232,-342,1307.1,18.02,67.3
9c2c6176-f7d6-4ecb-affb-3fe313711fea,19753,222,365,806,59400,-13200,7400,-9,-253,-318,912.22,27.93,58.69
a13d3b18-a120-45e2-95a1-1b1c20237a86,19778,544,371,694,9500,58800,-8000,-3,-276,-305,956.67,43.5,34.29
02aa86bf-d3ad-40a2-835a-029489c7f90e,19797,641,176,873,-148200,81600,-300,53,-291,-285,1097.26,37.29,15.35
3cec301c-8337-47fa-8e70-ed702c57356d,19816,-62,420,797,109300,240300,-39600,-9,-151,-450,903.02,28.04,98.4
df52ad7b-dde5-48c9-aba2-3cc0e86c80f2,19834,-647,570,206,162000,327800,-3600,-219,297,-369,886.54,76.56,138.62
1357d7c4-66c2-43c7-b7c9-0c8737174690,19853,-695,525,-290,81900,90200,-44100,-276,406,-156,918.01,108.42,142.93
d18cb0f9-8724-41f0-aa02-c5178cc69969,19872,-614,571,-766,62900,60700,2400,-294,415,13,1135.69,132.41,137.08
02422e25-5e9a-4b44-9143-6041c97b255c,19891,-1156,517,-564,-161400,-621300,-6700,-282,403,-207,1386.26,114.01,155.9
936056c7-9777-48fa-a5fa-7a45476543ac,19909,-336,306,798,-77000,-308100,18900,-136,36,-480,918.33,29.66,137.68
4c78f8cb-78ab-4d1e-ac59-947515cdf95b,19934,155,179,873,-115500,-118100,30100,-54,-190,-413,904.54,15.17,49.11
5eeb3c51-cade-4c77-80b2-53100ad1ac83,19953,379,-6,995,-120800,-210500,-52800,0,-292,-309,1064.75,20.85,-0.91
153b6f5b-8933-4ac1-a431-b3f4d0ef3717,19972,939,52,531,-23300,-197100,-91700,-84,-333,-89,1079.99,60.55,3.17
9de97899-16b3-48b1-a9ca-296eaa20b35a,19991,1008,275,152,17600,-85100,-71100,-165,-277,57,1055.84,81.72,15.26
5bba15ec-0cb0-47fc-b527-9fd5d2325472,20009,865,517,-135,32200,-103800,-46400,-205,-205,145,1016.73,97.63,30.87
3ee92d4f-f610-4268-8e20-70bbe60ad860,20028,785,434,-248,-23000,-79900,48600,-211,-165,185,930.64,105.46,28.94
58836fb9-e542-414e-9a58-03b219e5817c,20047,1080,-18,-101,-13500,74200,188500,-117,-258,118,1084.86,95.34,-0.95
a2b1d4de-d97d-4cc6-805f-4d3041307379,20072,623,-899,531,-88900,135500,197100,195,-297,-68,1215.85,64.1,-55.28
eea9920e-389a-4d0a-8881-3aaa5d8eb554,20091,572,-1451,399,151900,79100,290900,390,-88,-195,1609.9,75.65,-68.49
e9fa09c2-9bcd-47e7-a1ad-5a116b559fe9,20109,-881,-451,681,81500,50300,86700,345,-18,-347,1201.38,55.47,-152.89
09a6d0e1-816e-4778-b961-c057c793bcdb,20128,1540,-492,273,-59800,-324800,-316400,269,-231,-273,1639.57,80.42,-17.72
13d7a5ed-b43a-4f49-92dd-cefddca06ce5,20147,628,-360,305,141100,348300,91200,137,-220,-411,785.5,67.15,-29.82
ffab831e-ad1c-4eac-ab17-c5d324459ffb,20166,785,-1013,-1308,-87700,-667100,-800,89,-330,-287,1831.19,135.59,-52.23
2cbd4d52-3bdf-4916-9c6f-4753e69cdf9a,20184,-1342,-562,-166,50000,521900,34600,39,-237,-420,1464.36,96.51,-157.28
40e0eaf3-18ba-47b1-81cc-53699c92334f,20191,-1998,1291,1256,19200,20700,-44200,27,-171,-461,2690.02,62.17,147.13
90169fc6-f57e-4150-aae7-2e4e07c86882,20209,1997,670,62,-16600,50800,-68300,3,-357,-224,2107.31,88.31,18.55
dc72a29c-7483-4ed1-ba26-ed88e192cf23,20228,-1939,-1529,-345,-532200,-40900,-141300,155,-195,-395,2493.31,97.95,-141.74
717914ba-8c0e-466b-91ab-d73d81187efe,20247,-298,-1949,-124,-19000,-259900,465000,385,-76,-59,1975.55,93.6,-98.69
3e8ba9a5-d9f0-4e0a-ab8d-7c2ead5e91c6,20266,410,-639,-72,427800,-107000,135400,183,238,-450,762.63,95.42,-57.31
1e46b6bf-4ccc-4dd4-8cea-54e45a60f5d1,20284,-240,318,-27,274100,52400,-164900,-229,184,-438,399.32,93.88,127.04
95ab3c72-884a-41fb-bb5f-0e73ef05b7a8,20303,-1998,1576,-369,131100,-254900,-122500,-312,315,-288,2571.37,98.25,141.73
fea5e247-ba3d-4d32-a15b-d152072e2ef6,20322,-1009,736,180,21000,-249500,96200,-304,105,-405,1261.81,81.8,143.89
e25b0730-e8ef-4600-8c0f-4aa5ad30b7e8,20341,52,606,351,-6000,-170800,35400,-301,-145,-348,702.24,60.01,85.1
55c9f9c5-f490-444e-8e58-1588363e5c6f,20366,716,496,590,99500,-20800,17700,-322,-255,-161,1052.03,55.89,34.71
f13ae0c3-3699-4d7b-928e-c857bc2814e7,20384,673,602,520,-17000,-5400,6500,-336,-231,-104,1041.99,60.06,41.81
7ba047cd-fb7e-493c-bee4-ad13a70b7b68,20403,612,596,578,-28900,10900,2500,-307,-235,-117,1031.43,55.92,44.24
5efb28c0-d37c-44f0-a846-b37657bb42c1,20422,590,579,615,-44500,-7200,31700,-286,-244,-123,1030.32,53.35,44.46
61141036-1332-4a8d-829e-092eef87e4c6,20441,727,446,687,-3300,-91700,134400,-213,-289,-111,1095.18,51.15,31.53
729c18f0-3864-4350-9467-22cf630747ef,20459,918,289,447,18600,-129200,119900,-124,-321,-29,1061.16,65.09,17.47
e910cf24-9b59-4ea8-b279-03f809132cbb,20478,1055,18,-30,-9900,-79900,33200,-75,-256,116,1055.58,91.63,0.98
bf4038c7-1c59-4074-9a2c-78aeeaab31b7,20497,971,-29,-61,-91100,91500,63000,-58,-273,79,973.35,93.59,-1.71
ecae9094-c488-4fe8-8576-a4677a2b77e2,20522,722,-178,20,-69700,-5300,128000,30,-312,19,743.89,88.46,-13.85
e00cf70f-3ff3-478a-96c4-507bfd31a16f,20541,572,-1128,382,57300,125100,167500,219,-256,-29,1321.17,73.19,-63.11
d14aa292-c8d7-449b-b4f1-86a4cbbfe334,20559,-156,-626,885,215800,359100,345800,282,-46,-390,1095.19,36.09,-103.99
30414f2d-132c-4eae-947d-f821b36cdac2,20578,-431,750,-456,291000,438800,284200,-213,405,-285,977.85,117.8,119.88
adcc2590-3751-42ec-a8d7-0c963bf47566,20597,-1394,-387,1998,-57800,-307300,-115500,-156,358,-369,2466.78,35.91,-164.48
0b9b1e1b-8606-46d7-9321-19b9b015cc12,20616,-976,1164,-1119,-196000,-276600,-264100,-207,280,-405,1886.7,126.38,129.98
03b710cf-6ee6-486d-9c7f-c41f675b3918,20634,1775,-1216,1708,-220500,-579100,-374700,140,-37,-480,2747.1,51.56,-34.41
6005a5c8-f12b-4ad9-bc3e-a68b4c39e6b6,20659,-951,-1582,513,-386100,-434300,115500,171,-241,-303,1915.8,74.47,-121.01
b56b49f3-299b-4342-9176-446ba197a153,20678,607,-1839,-745,-294600,-221400,207200,240,-136,113,2074.94,111.04,-71.73
0af9e0e5-7f96-43c8-8c05-e281677cf6b6,20697,-678,-1095,-612,151400,-173500,275100,318,109,158,1425.92,115.42,-121.76
ebcf17e9-986f-4221-8bcd-cd26c678ae41,20716,-131,-318,28,391200,-240900,-141600,340,234,-321,345.06,85.35,-112.39
9d3ce105-380f-430b-8830-5388459ee172,20734,-162,90,696,331800,80800,-237700,98,99,-509,720.25,14.91,150.95
7fa9eb09-3482-41c5-a5c2-0fda05b00819,20753,-1208,251,1470,59600,-373700,-284400,-33,-36,-501,1919.16,40.01,168.26
7e867e8b-f696-4665-87e6-32533428c192,20772,240,735,-367,12800,-573300,-93700,-274,-192,137,855.87,115.39,71.92
8f4986f4-762c-46ff-af4f-b1862b073306,20784,441,601,-901,21200,-103900,16400,-256,-19,245,1169.39,140.4,53.73
4b1b1395-2fcb-46da-91ad-febf14742c5a,20809,1151,143,-147,117800,-266600,37800,-100,-328,-47,1169.13,97.22,7.08
8af63da5-9d66-4af0-b3ff-7cc231fc163a,20828,-889,-356,1903,-15100,233100,-52100,-133,-282,-300,2130.37,26.71,-158.18
8534992d-1514-49a4-b52e-8738bb553b46,20853,1997,-1555,-1158,333300,-558100,35300,150,-316,-48,2783.34,114.59,-37.91
15bbf0fb-2471-4a78-881e-bc68ba9b9d30,20872,84,31,-1068,175200,487100,-201200,-60,-277,-386,1071.75,175.21,20.26
1c600e73-d1bc-4abf-8ceb-2c7e42cb24da,20891,-1172,-557,-1231,-10100,556500,-157500,-105,289,-417,1788.63,133.49,-154.58
e303138c-fd22-4073-94b9-62f481ae6759,20909,-1998,309,5,43400,-224000,-11300,-66,406,-309,2021.76,89.86,171.21
b009a6cf-89a5-4a35-8da5-8bf9c49c910f,20928,-558,-54,-118,174700,-652100,-4000,-115,-183,-413,572.89,101.89,-174.47
71453f9b-8813-42f1-af4d-fbca43835a39,20947,270,820,-180,-24900,-172400,55500,-285,-240,51,881.87,101.78,71.77
ee1fe23b-b9c8-45da-b797-c24c7fd7005b,20972,1172,-526,-967,-67600,-137600,249900,-102,-184,212,1607.9,126.97,-24.17
d37f20a7-7325-4af4-9e76-f9ba5f3de24c,20991,421,-1336,-748,69300,-110300,224900,59,-154,217,1587.97,118.1,-72.51
d6b3376e-b8c6-403b-9df0-ca4a39611ee3,21009,-183,-882,-472,365100,-172800,57000,351,71,118,1016.95,117.65,-101.72
2213f3de-198c-4297-b0fd-9429971190c0,21028,-226,-315,650,550100,-130400,-147400,361,89,-335,756.84,30.81,-125.66
1b7f35dd-bbf1-4586-8348-99d03e790a74,21047,-139,63,753,222700,107100,-55100,102,126,-509,768.31,11.46,155.62
23386619-7a5a-4550-ba5b-8f6fa73e1947,21066,-853,360,830,166500,-169600,-167300,-79,148,-492,1243.43,48.12,157.12
b8c70ecd-b4fd-4c31-affd-282fcfe8b903,21084,-569,472,1718,152000,-843800,-41600,-238,-229,-252,1870.31,23.28,140.32
41a43531-7bf8-41e4-abc3-89b560a4402e,21103,909,172,-1997,-84900,235200,-59800,-174,-97,239,2200.88,155.14,10.71
92e1746a-f64b-4285-938f-e3cd967f6c13,21128,1749,-423,-1754,342000,-591200,235600,-237,-241,106,2512.86,134.27,-13.6
6b3da61c-9029-46bc-beb3-17fe55e5503b,21147,-1005,-238,1105,-296200,310100,-151900,-346,-208,-113,1512.51,43.07,-166.68
496f59b5-af11-4b6b-b81e-30406b2cf756,21166,1997,245,-1991,258500,-476800,112900,-136,-270,70,2830.57,134.7,6.99
bda05ab6-3999-45d3-81ee-ea5e3f46df1d,21184,-1998,105,1569,-512800,392900,89400,-165,-219,-329,2542.6,51.9,176.99
b97e10e7-e4e9-4bdc-a59c-f92e106f4427,21203,341,-1998,811,26700,-167000,220400,294,-201,-92,2183.12,68.19,-80.31
45863c77-bf3e-46fe-818d-2e3abab8fddf,21222,-168,-650,473,238300,-49100,-75300,351,72,-330,821.25,54.83,-104.49
f235e6d5-7181-494d-9327-34ec9773cc4e,21241,-653,-64,626,38200,52900,-51600,252,130,-425,906.85,46.35,-174.4
9fb50c8e-b891-4636-ac01-ae1e23bc7890,21259,-626,-265,789,1000,-400,-17900,237,121,-431,1041.45,40.75,-157.06
bd602f60-cfd3-4b85-aa47-005536bca9da,21284,-608,-170,787,5300,-1600,-800,228,121,-447,1008.93,38.74,-164.38
e4a341e0-bc55-4d82-8a50-8080268bf622,21303,-547,-198,784,-4900,-9700,2600,219,106,-447,976.25,36.58,-160.1
1e79cf56-c2d5-4e2c-b5a3-c41a01089a00,21322,-518,-321,834,-7200,-2600,-3100,236,84,-446,1032.92,36.16,-148.21
1f8062c5-93bf-43e5-bffb-1f77100c7a3c,21341,-534,-281,855,-2500,-29000,-10800,240,81,-446,1046.49,35.21,-152.25
c4c3e111-c2fb-4841-b6d2-687ac4ec22a8,21359,-384,-321,932,26500,-53900,-16500,234,15,-449,1057.89,28.24,-140.11
6a3a20f0-c728-4f76-af9f-fe230d7753ef,21378,-3,-186,1005,45100,-119500,-65700,150,-129,-434,1022.07,10.49,-90.92
296e94d9-e8fe-4bd9-8e8e-66ee6d2e94c7,21403,451,99,971,153600,-445200,-35300,27,-313,-249,1075.19,25.43,12.38
cc6c6c34-9e14-4961-b101-05f759df06d1,21422,943,163,93,47300,-363600,39000,9,-279,97,961.49,84.45,9.81
0f76b767-c4cc-4ae1-82a7-6825c9766b9d,21441,840,66,-537,-4400,-174500,42900,48,-91,254,999.16,122.51,4.49
249e893e-790a-424c-a0cc-2eb020a0941f,21459,309,37,-978,-29100,-302000,3000,11,187,311,1026.32,162.35,6.83
21081d65-2295-4608-b8a8-043182f7037e,21478,160,56,-1057,3400,-43300,400,24,340,260,1070.51,170.89,19.29
0a1bef28-f655-466b-843b-ea1dd9e315ad,21497,85,81,-1055,-32600,112800,-95600,20,265,289,1061.51,173.65,43.62
ffca3c7e-eb63-4278-aa4f-4fe989856bb2,21516,311,463,-782,-113400,-86600,-136400,-42,171,319,960.53,144.5,56.11
5f6e5a77-9430-4fd8-8746-65af939aa57d,21541,-68,745,-598,-84400,-19700,-45800,-145,277,274,957.73,128.64,95.22
4befce83-a501-414e-9873-acdd07e7bf5e,21559,-267,967,-429,-414800,-125700,287900,-346,261,167,1091.06,113.15,105.44
9c6e6470-fc90-43f1-a39a-9ffba9acb58a,21578,238,480,571,-206600,90500,171700,-465,20,-156,783.0,43.18,63.63
be2b2143-628e-4e65-b627-134963295da7,21597,226,359,824,-97500,79800,62200,-372,-73,-309,926.79,27.24,57.81
7a9f91b3-45f4-4675-a900-0d3c995cd917,21616,183,-55,850,-79100,-190800,3300,-181,-178,-392,871.21,12.67,-16.73
854e98ee-48d2-45e9-96ae-8c3084a62398,21634,976,-103,616,-118800,-98100,-36900,-162,-256,-297,1158.72,57.88,-6.02
ce7cc1ea-4ba2-4497-bebb-5a0df8a700f5,21653,1172,-466,693,-37700,-51900,-91300,-162,-268,-272,1439.09,61.21,-21.68
0183f296-ac97-48c7-8f2a-e31a0a1437f4,21672,604,174,301,292200,-45800,-360000,-399,-132,-129,696.92,64.41,16.07
a1305c1e-61d0-4817-92b1-07aba92d2df7,21691,97,398,-257,427500,-129700,-167300,-346,133,211,483.59,122.1,76.3
0c5af7c5-b796-4e87-833d-b0b9f8e265f2,21709,-65,-126,-1052,269900,-99000,30600,101,295,254,1061.51,172.32,-117.29
9a59f217-8c97-49c7-92bf-d43a6429a898,21734,191,-445,-948,23100,27000,86900,176,289,220,1064.52,152.94,-66.77
e1b03688-cb2c-490a-8b97-722e6b10afe8,21747,-122,-627,-970,104400,-128400,1700,203,336,179,1161.43,146.63,-101.01
e69b7d88-bd8b-4b29-bd22-b4507fe0d1ac,21772,-346,-774,-732,76800,-114200,40300,254,424,-54,1120.1,130.81,-114.09
fe5ec60c-f9a9-45c7-a847-d31bcc06d7cb,21791,-926,-711,-85,13500,-135800,155000,174,459,-186,1170.56,94.16,-142.48
d1fab7d3-99e7-4cb2-b197-640ac64f466b,21809,-858,-278,-54,34700,-195700,252200,5,367,-401,903.53,93.43,-162.05
cc0d200d-2a42-4af3-9f46-e9839d67fcb3,21828,-1593,107,221,-90600,165700,63900,26,501,-171,1611.81,82.12,176.16
83d14e4e-f1f9-4348-a123-d8a8260a8752,21847,1020,499,459,52400,-169700,-144800,-52,376,236,1224.78,67.99,26.07
6a6f8a20-634d-4f5e-8a9a-93d66612f838,21872,1966,691,785,-116900,65900,230300,-121,333,259,2226.85,69.36,19.37
3d1e07bb-361e-42d1-bc7d-1b88d56eddbd,21891,-1998,-548,-1410,-176100,313800,52200,36,430,167,2506.07,124.24,-164.66
b04e6c6f-7784-49de-96b6-740816fa60c9,21909,1282,25,448,293100,-300900,-263900,-57,358,227,1358.25,70.74,1.12
391db5ad-135d-4b9e-9493-e0596d1ca5b6,21928,1997,1330,1998,-256200,108800,190400,-210,213,262,3122.32,50.21,33.66
c4b4c1ab-fcec-4135-842e-e2d27183c782,21947,-1657,-1950,-859,-210700,502500,423800,-70,406,206,2699.26,108.56,-130.36
bc9f3daf-0113-48fa-9655-c00adbfdf282,21966,-1998,-330,-1997,78800,-425800,123400,11,484,58,2844.1,134.6,-170.62
247ee68e-9419-48ca-b1e9-9796fd977b2d,21984,-1509,-1998,558,241300,-748400,-577500,-58,411,169,2565.24,77.44,-127.06
30d22b28-8bbd-48b6-bd3f-950d3cb5e7c6,22009,-1905,-1998,319,256700,-733300,-588300,-40,430,148,2778.99,83.41,-133.64
967b2fe3-5c3c-4d85-b950-867aaa36007b,22028,1997,1522,1998,20900,-145400,-120100,-217,223,254,3208.82,51.49,37.31
b1248faf-a632-4c55-b341-153fd59df5cb,22047,1690,-1968,1945,-339600,841400,394400,-154,292,262,3242.24,53.14,-49.35
a3979bcd-48d4-4ef4-bdf6-c2ad3bf921eb,22066,-327,-1957,-1997,351300,-63500,-197200,5,265,260,2815.1,135.19,-99.49
9ffdee90-6b14-451f-bab9-1da67eb82aa2,22084,109,-327,-1518,-70100,107100,-215700,93,181,278,1556.64,167.21,-71.57
3e20f955-5bae-43c5-96d6-a21436da7a27,22103,-429,258,222,-393800,248700,-151000,-237,6,247,547.62,66.08,148.98
2f1be105-8288-44a1-a8a1-9648bad9e097,22122,366,451,1470,-322400,-8100,12800,-433,-16,-62,1580.59,21.56,50.94
f1ca6a8c-9253-40fe-aab8-58bbc4dc4825,22141,583,848,438,164500,-75400,23400,-414,-46,-21,1118.41,66.94,55.49
92de484c-6e73-4f54-9bb7-8c242a097ad3,22159,309,216,213,-420700,137500,96600,-273,-154,-314,433.02,60.53,34.95
3271fcf5-9fec-4bda-b13b-38305f3a9a1d,22184,1192,1997,528,-154200,164200,64800,-249,-105,-384,2384.88,77.21,59.17
8dcc9be9-4caa-4361-b973-ba1bb16d3b1d,22203,449,-1998,-296,304500,-138000,-47900,-148,-48,-464,2069.11,98.22,-77.33
ee52d17a-428f-4f4f-91c6-5f50763ed718,22222,-263,715,-1159,-468200,214200,-22400,-183,-91,-434,1386.97,146.68,110.2
7393bc0c-e78e-40fe-9c27-ced837adf4ca,22241,1886,-1810,228,381900,-395500,5000,-229,-174,-302,2623.94,85.02,-43.82
c038754e-67ba-4dbf-b0b9-ccc6b6fb5a20,22259,1573,446,433,-136200,399200,89800,-145,-276,-273,1691.37,75.17,15.83
f3469b30-75cc-45d9-9bea-bea48391733d,22278,336,-1455,458,26100,154200,-518000,-166,-33,-464,1561.95,72.95,-77.0
c5a3c366-3aaf-4081-bc94-d4fb49e8d915,22303,-61,-969,-806,81200,412100,-859300,242,444,-15,1261.87,129.7,-93.6
e960249c-9031-4822-88ea-e36febec292a,22322,-1585,-555,-666,-41000,-13900,90300,321,253,97,1806.6,111.63,-160.7
63138751-85fe-455c-9ce5-b964f6332a8f,22341,-312,624,223,-329000,-159100,900300,-462,141,-122,732.43,72.27,116.57
dcbdc173-07c3-4141-b2bd-95c3428d4f70,22359,1050,1030,354,185600,96800,-860900,-441,48,-171,1512.85,76.47,44.45
5fb9073d-3804-4ec2-a479-0355da3f4edc,22378,-638,-1998,583,-415900,-52000,682500,-381,27,-323,2176.91,74.47,-107.71
f905ed57-8568-4f72-bb9b-82785477c074,22397,-1998,350,-64,-59200,-111200,261100,-88,514,-116,2029.43,91.81,170.06
e4b198c3-e32b-4808-bf0f-09b50e1eb2d4,22416,1914,-769,-305,66000,426700,-523500,-295,349,-276,2085.13,98.41,-21.89
acaeabed-3c1b-418f-98a4-a03ca4264010,22441,-59,-493,-1072,-39300,-527500,410400,-232,388,-296,1181.4,155.15,-96.82
f88258cd-da50-4344-8fce-c9384726c710,22459,1997,-1700,-620,226000,-227800,132300,-220,-181,-300,2694.89,103.3,-40.41
13e6ad4a-1edb-4cc1-95d4-c7c2cba8fa25,22478,1997,1221,-1002,201600,365100,24000,-259,-264,-138,2546.14,113.17,31.44
06e1f4a0-2deb-4ed6-8e7e-671a75c20a47,22497,-1475,-335,-464,-210900,113700,-150600,-321,8,-422,1582.13,107.05,-167.2
32ea85a5-3ed2-43b9-bcc8-efbf8a349ce6,22516,-90,-933,-128,-26800,-248000,-256600,-214,26,-480,946.03,97.78,-95.51
bc3c99f1-50bc-42cd-a47a-899a7652b85f,22534,1997,-338,-1997,482200,455500,-424400,-411,157,-257,2844.34,134.6,-9.61
fb5269bc-2f6e-48ff-8867-684dab51ba4d,22553,-1998,573,-1622,-129500,-328300,39300,-291,453,28,2636.52,127.97,164.0
4ed58063-5f61-4db1-8d15-92f2668fdb92,22578,628,-933,-1128,-143400,-271800,173700,-249,3,-449,1592.88,135.08,-56.06
a3bbf40a-a09d-4cee-8792-fbd7ec2d5b8c,22597,1997,-1974,-56,199500,4400,36500,-189,-153,-384,2808.53,91.14,-44.67
f3e15b29-71b6-4034-bad9-dd166313636b,22616,1997,960,-1997,616000,516100,-344900,-469,56,-5,2982.89,132.03,25.67
a6da6676-bf9d-4b14-9d22-be5c8404a463,22634,-1397,-49,-1407,20400,196900,-62300,-439,51,191,1983.35,135.19,-177.99
6645a17a-7127-4f3e-a354-87f1651a9ad7,22653,0,-243,-1170,-6300,-130700,81100,-366,159,257,1194.97,168.27,-90.0
36ba165b-01f4-4277-b190-ffb049172a18,22672,517,1545,-1997,-386600,-511900,385900,-414,213,85,2577.27,140.79,71.5
49756161-4985-40a0-8f9e-fc8f7b54304b,22691,1915,-1736,4,-195600,55400,-199700,-139,18,-491,2584.75,89.91,-42.19
d7cd4328-1972-42e3-8a5e-a190f52a84c7,22709,69,-883,323,29600,83500,-14900,-151,129,-509,942.75,69.96,-85.53
d49f0bd9-c323-46d2-ae48-dc568a5c9361,22728,818,-1618,598,222300,-235100,268200,-234,71,-459,1909.1,71.75,-63.18
2b145ccf-03e9-45b7-bdb3-2ad3b672f024,22747,1997,1986,-1217,618800,59000,-258200,-379,-129,-33,3068.11,113.37,44.84
599257ac-befb-48bd-842d-296bad1fd51c,22772,1031,-1954,-787,-266700,192200,-421700,-253,513,-120,2345.3,109.61,-62.18
ac3e5a79-238a-4c9a-8aba-3fbecc6df6d9,22791,-850,-1998,-319,44000,27900,38100,74,561,-56,2194.6,98.36,-113.05
1337909d-2851-4b2e-a2b9-fdfd518b4496,22809,-312,-1525,-544,372600,-50100,294800,-124,555,-90,1648.91,109.26,-101.56
41480809-b77d-4ac2-8c1c-04dd6af5fd84,22828,1997,1997,-1997,563700,-274600,119500,-328,273,187,3458.91,125.26,45.0
21134c87-85c6-4be5-b182-6fe6525e99f0,22847,-439,151,-42,-432700,69500,64200,-462,231,-69,466.14,95.17,161.02
ac6c80aa-9807-4284-a2ab-6e2e12b49134,22866,605,-207,815,273400,158800,-95200,-433,289,-119,1035.9,38.12,-18.89
70254ac1-f5db-4de2-9e7f-dda1cb68faa6,22891,-286,475,-210,211600,182400,-55500,-183,436,145,592.89,110.74,121.05
d1d6da9c-b51e-4385-8da7-0608debfc35c,22909,-351,781,-1365,155200,10900,7400,-37,307,260,1611.33,147.9,114.2
a2ffc12c-774f-47df-9d74-84f5bce20908,22928,-394,-85,-1138,267600,-102600,-39000,191,346,164,1207.27,160.5,-167.83
f2ef7d72-6a44-40fa-a635-a3627a5e66f2,22947,-254,-490,-790,209000,-99900,54100,228,379,113,963.7,145.06,-117.4
6ab2ffb0-f76c-447e-8233-b9e705a9aa36,22966,-487,-603,-481,244000,-332500,39100,254,432,-104,912.22,121.82,-128.93
b3b5bf1d-b665-4e87-937d-0ceaf373f23f,22984,-572,-553,41,198900,-265000,80800,161,355,-386,796.66,87.05,-135.97
e832db00-e6fb-44b3-a6b5-f24e3639146e,23003,-606,-293,695,166600,-202600,100200,-12,180,-515,967.53,44.08,-154.2
42dc3556-63df-4299-9081-9b0ea47bdd7d,23022,-208,143,881,10400,-64200,2000,-157,6,-501,916.45,15.99,145.49
7ff957c9-f5da-4480-a7b4-a5129347663a,23041,-74,45,1172,-33800,36600,-49000,-124,-67,-489,1175.2,4.23,148.7
cf6ea832-50b4-4b3e-89d8-f3b273f15663,23066,285,39,1075,-14100,-100,17300,-111,-181,-429,1112.82,14.98,7.79
0920d544-5c36-49fb-983b-b480ecac2844,23084,74,-122,1332,-29100,215600,-61800,-103,-100,-471,1339.62,6.11,-58.76
6147dfaf-5778-482b-acb9-b4835dd51dda,23103,-44,-73,996,-1200,7700,11400,-103,-66,-489,999.64,4.89,-121.08
84d5c521-eb9b-4473-8b5f-25854ba360ec,23122,-628,-254,738,-35200,130400,-23100,-73,186,-500,1001.77,42.55,-157.98
1c8985cd-5237-4aa3-8384-5ec0c746a5f9,23141,-947,-413,479,-77500,188300,-85600,14,375,-401,1138.78,65.13,-156.44
66d936e8-5d65-4a29-9130-85a7f0db48b8,23159,-959,-520,208,-20200,144900,-11300,51,447,-303,1110.56,79.21,-151.53
6f5cec67-7d36-496d-998e-92d2399da2b9,23178,-839,-599,-115,-92800,26000,-35700,113,495,-185,1037.28,96.37,-144.48
cddd0a15-531e-41d3-85d9-d97be1747c17,23203,-118,-750,-675,-152800,225100,-129500,351,304,6,1015.9,131.64,-98.94
8221d484-a39b-48c7-96e5-c664f646abc7,23222,296,-369,-1033,-401500,395700,-20500,258,157,224,1136.16,155.4,-51.26
e81dadff-ede5-466e-88b6-01ea028ba62d,23241,645,469,-523,-202000,156900,-213200,-90,-144,236,953.68,123.26,36.02
e863d19d-5257-4184-9e2a-e2fc218f8da6,23259,397,746,291,-176500,48500,-107300,-340,-142,94,893.76,71.0,61.98
5a5a970a-bd11-4db5-b7a5-02eb85f9bf49,23278,44,-309,778,-636000,-181100,-51100,-291,12,-425,838.27,21.86,-81.9
583a0ef1-f5ad-4777-9a09-6ad6367f4daa,23297,844,-416,994,-164200,79100,-252200,-15,-64,-480,1368.73,43.43,-26.24
dd10c3b9-8671-40c4-a20b-c867b1a6c1c6,23316,714,-797,452,-54300,-358800,523300,146,-132,-438,1161.6,67.1,-48.14
b0ee8ee2-c5be-440b-9815-6a4d81b1e3bc,23334,211,-746,218,96600,224900,-93100,170,-123,-446,805.33,74.29,-74.21
518fdbc5-c4e7-4dcb-b4b0-39a28db588a4,23359,226,-718,516,-170900,-41800,15400,195,-4,-494,912.61,55.57,-72.53
7cd15874-45f2-4016-b64a-dea9fe7e2060,23378,-35,-737,617,101000,220400,84900,185,172,-483,961.81,50.1,-92.72
0c4daed2-55f9-4a29-91bc-0dc05dc39bca,23397,-763,-378,876,91300,200300,146200,-106,387,-390,1221.65,44.19,-153.65
3c20139b-61cd-418a-98b3-7c566695a1cc,23416,-837,119,337,65500,86500,62700,-279,432,-221,910.11,68.27,171.91
51909589-c222-4937-a721-254dd4850174,23434,-999,199,302,-53400,119700,137000,-382,393,-113,1062.45,73.49,168.73
bbb25a53-06ec-4df6-a149-42daa0674151,23453,-1156,271,219,-225600,40400,-98700,-310,364,-291,1207.37,79.55,166.81
