,ticks,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,mag_x,mag_y,mag_z,r,theta,phi
2b240dca-4179-4b08-8e74-7fead24098c7,30759,-132,-401,715,-117200,241500,74900,-25,270,-510,830.33,30.56,-108.22
65950ad3-d776-4782-b49f-4d5c3f2f58cb,30784,-640,-465,55,-6300,-545600,-171000,113,223,-513,793.0,86.02,-144.0
23092db9-3f0f-4f8d-9e37-87cbca37bfd7,30803,318,-453,192,-59900,548800,203900,107,391,-419,585.83,70.87,-54.93
bdc87e13-defa-48bc-85e7-67f3ca4b040a,30822,-523,-299,-128,34600,-361100,-259400,131,453,-353,615.88,102.0,-150.24
eebb6b8a-f620-4213-956c-256c30abd4fa,30841,-1998,-149,-301,9100,244300,155600,-3,546,-207,2026.03,98.54,-175.74
f40d9165-e73e-49a1-a177-e36df6dc301d,30859,1041,-368,-261,134600,-221200,-263100,159,355,-438,1134.56,103.3,-19.47
fba74160-8b15-4ac7-9f53-c36ed7da5cb6,30878,-1639,-643,-95,-110900,42600,181700,-13,543,-209,1763.18,93.09,-158.58
ce3e65e0-ecc4-4d9a-ba15-ef0eccf2c5c7,30897,-133,-491,330,86200,-578000,4900,-1,469,-357,606.36,57.03,-105.16
02f5f564-7bbc-4779-9c93-1ec05bd48f55,30922,956,-452,109,-134900,-226000,30200,27,-376,-243,1063.07,84.11,-25.3
9215de62-8044-415a-a3bc-2a5ee18f2cda,30941,636,-528,-661,-150300,-133800,61300,72,-343,34,1058.4,128.65,-39.7
dd264e64-9248-42d6-b197-326c6a246695,30959,704,-374,-771,-99000,146000,96200,93,-364,-18,1109.02,134.04,-27.98
1d3ac350-d360-4b14-94dc-aea35c6578e0,30978,549,-473,-289,57800,151200,231100,234,-324,-114,780.16,111.74,-40.75
d6c8a2fd-da5a-4daa-9d59-29355ddc9c03,30997,63,-759,-196,-1900,80900,205300,387,-187,-159,786.43,104.43,-85.26
5f8dad3c-942d-43c7-b376-a4fe3fa26507,31016,161,-649,-362,-209000,-31900,253000,468,3,-98,760.37,118.43,-76.07
dc866b6f-4e0f-4b20-9a28-da93b4f571a5,31041,-199,-202,-910,-154400,20400,-44900,313,237,199,953.16,162.69,-134.57
83eecb1c-ebb0-42db-ac32-75887b6a8fc7,31059,-262,36,-766,-45200,21000,-19600,263,219,256,810.37,160.95,172.18
dfac7122-5514-4283-b067-c6bfd1b767a6,31078,-359,114,-841,-51600,-109400,46500,165,189,304,921.5,155.87,162.38
492d7add-59b5-41ac-a897-aed8353a2356,31097,-200,286,-946,-124600,59200,-27500,54,201,344,1008.32,159.75,124.97
a9e9b004-9f47-4bf5-892f-8b1d56fe1f82,31116,139,457,-677,-70100,466800,-32600,30,47,347,828.55,144.79,73.08
4fe299ac-3b87-4e10-86a4-605951e16510,31134,953,510,134,38200,492100,-4100,54,-358,39,1089.16,82.93,28.15
95e98c02-c085-4854-93cd-d9dba9bbd82f,31153,963,567,-395,-219300,81900,-32000,-10,-394,-12,1185.28,109.47,30.49
ea8fe25c-9df1-4be4-8fe1-1eac9ef72749,31172,570,377,471,-192900,30800,66400,-54,-397,-204,829.98,55.43,33.48
993379f4-a080-44a6-affd-b5b7bb80fed1,31197,546,-11,723,-54300,315500,58100,182,-282,-380,906.07,37.07,-1.15
4a6dd529-c80e-4e34-87de-47278950adb0,31216,137,-271,1292,-16800,389600,-71800,228,-72,-518,1327.21,13.23,-63.18
ab7cdc65-d6ac-43b0-91a0-55a71afcd42e,31228,-559,-23,600,-33300,208800,-33600,141,118,-564,820.37,43.0,-177.64
97f0bc1b-0116-4c65-b9cb-f330d7d232d2,31253,-107,59,1032,-38400,33800,19800,234,17,-531,1039.21,6.75,151.13
c8a71ece-01b2-4d96-b9f3-d90a1ac8c86e,31266,-297,-85,946,-36900,22500,3500,258,44,-522,995.16,18.08,-164.03
aaa9fb9d-2414-4a4f-83ed-2b20657b4352,31291,-16,-95,932,-57000,-164300,70500,312,21,-479,936.97,5.9,-99.56
0e38174a-b52f-464b-bb99-2e1b16c39e79,31309,-335,-180,960,-8200,43100,74400,321,106,-467,1032.58,21.61,-151.75
15d65ecc-c168-4ff3-b159-58592ab07254,31328,-349,-121,927,9100,-16300,40500,325,132,-456,997.88,21.73,-160.88
42781869-8d0d-4687-bedc-c58244055542,31353,-587,649,1501,158800,11700,214000,165,172,-533,1737.46,30.24,132.13
9989a6f0-3b40-425e-bb89-c64b3b1daef9,31372,888,18,1005,-20100,-16300,148900,215,-18,-527,1341.23,41.47,1.16
5d2cbd11-2885-47d5-89cb-b851dd5f591c,31391,-233,251,632,67900,136000,-310000,95,141,-552,718.83,28.45,132.87
63f49986-a31d-4c75-9321-ba411e62c548,31409,-878,5,692,-9400,-136700,-19600,182,168,-534,1117.93,51.76,179.67
e2942b5a-1143-4da3-b377-54d5d453fe0b,31428,469,64,651,88500,-360800,182400,158,-160,-491,804.9,36.02,7.77
e7686e84-a429-4680-ac2d-9861fa57aeaa,31447,1291,137,454,20000,57800,1000,221,-262,-389,1375.34,70.73,6.06
c4ec2372-338b-4290-9371-5c14dea18115,31472,405,119,1065,-38000,60700,-301600,-24,-177,-513,1145.61,21.62,16.37
a1073c0b-42af-4925-991f-33b640bd2fda,31491,141,162,1343,-121300,-4000,-170600,33,-177,-516,1360.06,9.08,48.96
e2281142-182a-4011-b4a2-1c38b1c593d7,31509,-320,204,989,97500,199100,-72500,-40,165,-552,1059.31,20.99,147.48
22dc4070-cb29-485c-8b86-39f1cc8c5851,31528,-348,-139,560,293400,-219100,-122800,-196,316,-425,673.81,33.79,-158.23
a7f32986-bb5b-4389-8aa2-ddac43fdd855,31547,-465,-1283,828,403800,-486100,-141100,-361,59,-366,1596.21,58.75,-109.92
69bf1d34-240f-4345-8466-eebe1046bab7,31566,-1998,1658,-1158,59700,-93800,32700,-450,267,33,2842.87,114.04,140.31
d86063e5-fd24-4bee-9ebd-6926ceb0ef6a,31584,1998,-382,1998,-59300,-44100,-362200,-375,210,-288,2851.3,45.51,-10.82
d743eba1-29e4-4f01-bcca-48a9f039ef86,31603,-1853,116,-340,95600,128100,-286700,-109,528,-12,1887.5,100.38,176.42
016d711b-c1e6-4d06-82cb-51ff7039abc7,31622,980,-192,1072,-47700,-171300,-29200,-177,445,-264,1465.08,42.97,-11.08
aae57dbe-e6a5-4352-ba98-9c4b29eab1f9,31641,-1040,-1111,-427,-20000,-166300,109400,200,472,-62,1580.59,105.67,-133.11
e4746ace-a611-44e1-84db-f427d7a3c4a6,31666,-517,1040,-296,249300,31500,346700,-388,357,-9,1198.54,104.3,116.43
d823880c-c340-48fb-96be-9a4d6b94b828,31684,1902,1497,-793,259200,372500,-257100,-258,121,256,2547.05,108.14,38.21
5dc0c962-e299-4d8a-ba99-d86ee1dae688,31703,-121,667,-358,-268800,49100,-172900,-469,84,-131,766.61,117.84,100.28
74d0c910-2059-4e52-a654-6de498159643,31722,334,-247,1004,-156200,-498600,-532800,-202,133,-452,1086.55,22.48,-36.48
59ce747f-baae-4cd1-9781-a1758925f825,31741,1403,-411,1206,59700,28500,-198400,-67,47,-479,1895.2,50.48,-16.33
a677a71d-55ce-4ac2-9509-20c818513674,31759,-443,68,218,283900,363300,-328500,-153,465,-198,498.39,64.06,171.27
f0ce45c2-7a4d-41f3-9c7a-5cf21eb8f22e,31778,-886,-321,134,54600,-30300,-149100,276,397,-116,951.84,81.91,-160.08
53b09018-9d41-44ee-abc5-16c50057404d,31797,-1068,-104,81,-42400,-24700,78700,167,471,-119,1076.1,85.68,-174.44
5cd481b0-1bfc-4478-bff0-3d1d1a63ab07,31822,-876,78,259,-38900,-1300,70400,113,484,-122,916.81,73.59,174.91
e6a96761-da65-4266-bd35-45a6dbf63110,31841,-855,341,239,2500,22900,27000,75,505,-107,951.01,75.44,158.26
d6e195a0-fe62-48c2-a91a-100c04f9339a,31859,-595,566,283,-125900,120200,268800,-51,516,-38,868.6,70.99,136.43
161d152a-f75f-4d38-9bc3-733499fabcfc,31878,-150,1737,-39,-90300,-36100,83900,-367,324,-8,1743.9,91.28,94.94
6b31954c-becb-4ea0-a24b-8639d4007e18,31897,866,-387,1356,-266200,31000,291200,-228,6,-429,1654.83,34.97,-24.08
acfa919e-17a3-4abf-996d-a5f162ce3330,31916,27,-252,834,3700,-7900,-17100,-82,-57,-468,871.66,16.9,-83.88
392b8dfa-2c43-4a67-9938-37721723370b,31934,181,317,688,692900,-162700,-687800,-370,42,-317,778.84,27.95,60.27
95859818-180d-4a65-a980-233e6e1e8fc8,31959,-897,233,-454,139100,-250600,-124300,98,501,-8,1032.0,116.1,165.44
ee44b1a3-773e-4e39-95a3-30c46d6efa3a,31972,-1957,-939,-583,-9800,-195500,148800,117,508,-105,2247.55,105.03,-154.37
94584576-3aa1-4162-8e02-6c57266241ec,31997,101,450,227,-48700,254100,-277400,-118,528,-114,514.03,63.79,77.35
3ea049b0-bd84-4fac-b3d7-c4360ba4c35b,32016,-1060,-724,-14,-3200,-86500,307800,26,522,-147,1283.73,90.62,-145.67
03f3c538-a59a-4412-a311-cc61914f7f8e,32034,1400,1037,1251,-5300,217900,-293300,-177,480,-197,2144.85,54.32,36.53
7c200c1d-8ec6-4560-90da-f5fc5e3ab423,32053,-1254,-1287,-231,-115300,-64200,385600,29,531,-113,1811.7,97.33,-134.26
8bf02930-6915-459e-95fb-63eeed22927e,32072,1335,-674,1314,-377800,-133100,434800,-288,171,-393,1990.75,48.7,-26.79
66aa219f-c92c-4cd4-8ff4-15606e2a7f37,32091,501,425,1326,-301400,-51000,216400,-120,111,-488,1479.83,26.36,40.31
4607fb55-d780-49f9-81af-b0f15749e1c4,32109,124,-573,759,-191500,-86100,2500,243,136,-432,959.05,37.68,-77.79
a65748b8-878d-4cc7-8106-79219462ae7a,32134,416,-1003,-477,-59500,106400,90400,391,196,-180,1186.0,113.72,-67.47
31f6cbf6-7862-495b-9736-065a1a00c64a,32153,449,-1059,-699,78000,26600,-2100,411,172,-141,1345.99,121.29,-67.02
9ddb2bc5-b8b9-4505-bcb2-0844658ad48c,32172,-425,-345,34,321500,376100,281600,252,412,-200,548.46,86.45,-140.93
2cd46ee5-5c60-42e9-bc6a-f46b939ca998,32191,-656,-384,-220,60400,400600,16800,95,507,36,791.32,106.14,-149.66
8df10aad-2a4d-437b-8609-5a0ef2803455,32209,1998,-760,1721,71200,92900,-304900,351,313,-179,2744.35,51.16,-20.83
d137a4b2-bd99-410d-a588-254c5cea03a0,32228,-1998,386,-658,-58200,-35000,51800,126,502,-36,2138.68,107.92,169.07
f64a6349-fa04-402b-910f-8c478b038824,32247,1778,-212,23,70700,-262500,-309200,355,283,-222,1790.74,89.26,-6.8
60105804-fd89-4ff0-b5fe-6ea47336d147,32272,-1998,1630,-1997,-21300,701100,550400,-6,528,-35,3261.43,127.76,140.79
36aad869-3c1e-4ca0-accb-2acfde83c8e5,32291,87,501,479,-167400,-453100,-549700,203,441,-201,698.58,46.71,80.15
16c74c09-a48b-4f0e-87ac-b4bebdd5784b,32309,1412,-1631,-1381,401300,151700,315200,364,154,-287,2561.46,122.63,-49.12
8b7f1fb8-9049-4519-b3b8-2daaa629356d,32328,-1985,1989,168,-165400,-326900,-372500,-133,513,-125,2815.06,86.58,134.94
b1097d7a-b9d5-4f90-96eb-a2a82c918db6,32347,1998,-1667,377,120500,285400,363900,267,375,-216,2629.26,81.76,-39.84
f0d5e2cf-00e0-4311-ab41-c21baadfc466,32366,-1174,687,-536,35900,-197900,-471300,60,517,-98,1462.03,111.51,149.66
8496c717-8229-43fe-a03f-71a80b18b5ca,32384,276,-212,-68,-30000,-98700,454800,161,472,-137,354.6,101.06,-37.53
f4d85caf-e425-49bb-81d8-b0fdb05c7dfc,32403,-650,204,107,-28200,-251000,-330700,129,454,-233,689.61,81.07,162.58
4bc9f0ac-2cb4-409d-bb26-70d503ded39b,32428,1255,-976,-168,-40500,-378700,-88600,258,-124,-317,1598.69,96.03,-37.87
551a32e7-26ea-4b15-aa70-a25dab725805,32447,569,-379,-46,111700,282300,-51000,228,-100,-368,685.21,93.85,-33.67
699c34c9-b64f-4e47-a4e3-bb63456289b9,32466,312,-277,772,117600,83300,75200,95,133,-455,877.53,28.39,-41.6
3e43fced-1a97-43de-9b12-201de1262562,32484,-181,-66,1234,65400,67700,37600,-57,345,-356,1248.95,8.87,-159.97
de3ecba0-eed0-4196-b527-392441474f21,32503,-438,195,1466,-3900,29100,6500,-118,337,-353,1542.41,18.11,156.0
ce8d27b2-6159-4e53-93d3-f7db74a65e5b,32522,-239,-1,1041,-10400,27200,13700,-118,345,-338,1068.08,12.93,-179.76
4e21efec-2b98-4168-a8f7-c82093a69f52,32541,4,-4,1027,-900,4900,-200,-96,294,-389,1027.02,0.36,-45.0
b8673c6e-d532-411e-a25f-67353e1c6819,32559,-12,2,1033,-300,0,-400,-84,297,-383,1033.07,0.67,170.54
35a99c39-672e-4113-a99b-d388a1ccf77b,32584,17,5,1025,-900,-9500,400,-78,285,-393,1025.15,0.98,16.39
31d272c2-65a6-4d8f-8b5f-b52832512280,32603,10,-9,1029,-500,-900,0,-93,280,-392,1029.09,0.76,-41.99
01536d5d-4b5e-431e-bd8d-db9b05509e1b,32622,6,-14,1031,-700,500,-200,-87,286,-404,1031.11,0.84,-66.8
5ab4c587-6e43-41df-a2cc-5b11548ff8d2,32641,6,-5,1025,200,-900,0,-79,285,-399,1025.03,0.44,-39.81
6ba5364e-dec1-4f92-8ac5-7d3848ee74e2,32659,9,-10,1027,-200,-200,-300,-90,288,-393,1027.09,0.76,-48.01
b3adcf78-b7b4-4983-b055-94fc404b5f2d,32678,5,-10,1031,-200,1800,-500,-82,292,-380,1031.06,0.62,-63.43
22fd33ac-58c7-4685-924f-727aab0cda08,32697,2,-9,1029,0,-200,-400,-91,286,-387,1029.04,0.51,-77.47
41ea09d6-d5de-44d1-a304-00e9403418ae,32716,0,-9,1030,0,200,-400,-81,291,-393,1030.04,0.5,-90.0
7297fb35-220a-454c-b891-4a62850a48d6,32741,0,-8,1030,-400,200,-300,-85,289,-402,1030.03,0.44,-90.0
b8f458ac-90c0-4e06-a406-61c29216d8dc,32759,0,-8,1031,-400,0,-200,-82,285,-392,1031.03,0.44,-90.0
012b5957-84f7-4c91-80d3-f890306a6efa,-32758,-1,-8,1033,-400,100,-200,-84,280,-389,1033.03,0.44,-97.13
7178d2ca-5775-43d4-a055-5ff0dff8fd38,-32739,-1,-8,1030,-500,400,-400,-88,288,-395,1030.03,0.44,-97.13
0543db73-2bda-488e-86f2-1ea06ff17180,-32720,-2,-7,1031,-600,400,-400,-91,285,-389,1031.03,0.44,-105.95
