,ticks,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,mag_x,mag_y,mag_z,r,theta,phi
d0dce0c9-b0f3-4d59-9a87-6dccd5171785,-11158,946,-1368,1565,-376900,-469000,-223700,-348,-208,-36,2283.76,46.74,-41.16
a746e37e-c5c5-4d79-876f-a812b5a3510a,-11139,1362,890,-1892,49200,80400,-41700,-277,-271,-51,2495.36,139.31,154.81
41fd65be-894f-4189-b0f5-c40dd2974d1c,-11120,689,1083,323,20500,112200,7900,-333,-208,19,1323.61,75.88,73.39
a30236fb-13c4-44d3-86da-673611da6821,-11102,510,716,523,-49900,159100,-27800,-333,-198,-233,1022.88,59.25,53.85
14ff4184-beee-4465-9d4c-c25631f8e329,-11083,308,504,1064,-10500,-40400,-6700,-316,-228,-230,1216.95,29.04,25.35
06aec6a7-6ff8-4b67-91c0-d6da1978a196,-11064,758,526,103,207500,-39600,1400,-289,-219,106,928.36,83.63,78.92
409f4ee3-c0ce-46f0-89da-ffa6ebe56bd8,-11045,-79,277,-896,269200,-280700,-139500,-42,87,368,941.16,162.18,162.82
b24974db-a178-4571-9612-f8c0bc2bfbfa,-11020,-403,-366,-779,90400,-155200,-41300,346,271,157,950.37,145.05,-154.83
1fe2dc42-226b-4fab-ab25-54772020bd1c,-11002,-518,-727,-1315,-294900,191000,-100300,336,262,182,1589.36,145.83,-151.06
dbe7ce13-593f-4484-9b29-9d17e30030da,-10983,59,-447,-1072,18500,135800,-130700,293,0,248,1162.96,157.19,-157.36
3cc7b790-c736-45f5-b921-9495bc39c5b3,-10964,-247,-417,-905,41300,-117600,-2700,319,121,253,1026.61,151.83,-155.26
0c3a7e0c-7c79-4f25-884b-73226ffe7ddb,-10945,54,-119,-1211,-35200,168300,63400,372,142,202,1218.03,173.84,-174.39
28da6810-c2bb-4f19-b3a5-a621a762f6f5,-10927,-122,-685,-385,-81700,-287700,-126600,480,150,-6,795.19,118.96,-119.34
dc87120a-b800-4c9c-8759-71fef42cb5b0,-10908,-573,-967,30,215900,56800,-23700,450,241,-186,1124.42,88.47,-88.22
c9e15a2f-ba8e-49c0-9658-c59d6a0e094e,-10889,-764,-90,770,557900,286000,53400,75,294,-483,1088.44,44.97,-6.67
01ac03f6-f199-4d10-82b7-635a9c26bbce,-10870,-343,6,1524,135200,-158400,-152300,-109,207,-510,1562.13,12.69,0.23
24de857b-fb55-4a67-975f-2f97eca7bdda,-10845,-1880,-137,-923,-19900,192900,4900,-108,559,-122,2098.83,116.09,-171.56
30d02b11-1cb5-458a-83cc-4811bea3afc4,-10827,266,-133,1149,-85100,-498000,-165100,50,330,-474,1186.86,14.51,-6.6
8de91c2d-a6e9-43bf-b28c-bcae1ee09b65,-10808,-1998,13,-1473,104000,713300,45000,-55,510,-267,2482.32,126.4,179.49
4188d999-9107-4623-95a9-c944d1b13c4e,-10789,1998,-260,1998,-31500,350300,53900,114,352,-438,2837.54,45.24,-7.41
4431b21b-b5b5-4f71-8008-cd6544b0880f,-10770,-813,269,-277,106500,-412000,-189600,6,436,-387,900.03,107.92,135.84
f0b1a6a3-db43-4b5e-bbd6-8af81a26897f,-10752,-114,-501,1006,-10700,45200,13000,92,256,-500,1129.62,27.06,-26.47
4da33e87-b624-4dba-ab94-5ccae1db81ce,-10733,64,-840,835,-58800,-392400,-30100,186,30,-510,1186.14,45.25,-45.17
e994f475-5f8a-495d-9d87-c7a500c2e487,-10714,587,-795,-438,-369400,-14800,43400,319,-258,-53,1080.94,113.9,-118.85
723fe5c7-d7f2-441e-af59-030c5bbfc06a,-10695,414,-607,-656,-20000,-61800,-11400,288,-232,66,984.98,131.76,-137.22
ddf35ede-d72f-4b7c-ad7c-b4066ca137f0,-10677,-54,-260,-672,-44800,-164300,-16500,291,-150,152,722.56,158.44,-158.85
e9be1ced-5c32-4042-bded-af01f90e8365,-10658,118,-675,-459,-73300,183200,142500,348,-171,67,824.76,123.82,-124.22
82d1315f-3178-47d5-b4df-531b2dd25de6,-10639,423,64,-756,-318900,48900,53900,224,-168,193,868.65,150.5,175.16
be2003de-4281-44f9-8770-51ea9f294d6b,-10620,278,502,-736,-202100,-73200,-73100,-19,-175,254,933.27,142.06,145.7
fce6d1ab-1a9a-4f32-9341-49267cf932cb,-10602,334,698,-598,-128200,34800,700,-199,-151,242,977.94,127.7,130.59
9c2d9fbd-c5e9-4419-9142-17ff46288929,-10577,612,865,-291,-26600,245900,-136000,-241,-294,10,1098.84,105.36,108.59
dfb03134-e597-4be2-a17b-e823c6d0cdde,-10558,54,817,588,-48700,165800,-27700,-255,-208,-323,1008.04,54.32,54.26
20ff7183-d71c-429c-b6e0-59ec1d0b3d94,-10539,18,848,527,-27300,-15200,-42900,-327,-171,-267,998.58,58.15,58.14
9ba691d3-81fb-4554-bc1a-5cbb8e801354,-10520,-202,823,842,-117300,-98300,-88600,-265,2,-440,1194.61,45.18,44.35
956cb83d-62f8-4ef0-bace-815cb2e2907a,-10502,130,250,964,-47400,-114300,-13000,-19,-190,-449,1004.34,16.29,14.54
2dcbfa5b-eda0-40a8-80c3-8c9813b3bf15,-10483,133,375,940,-127800,-80200,-62500,-42,-175,-464,1020.74,22.94,21.75
b04962ca-e3ca-467c-b883-1f7fee84a44a,-10464,608,762,1654,-21700,55300,22600,-9,-223,-444,1919.9,30.51,24.74
8863c4bc-a18c-45f5-9558-e1b5dc8f47ae,-10445,245,-86,920,-31000,-3400,-29900,195,-181,-434,955.94,15.76,-5.34
5870b994-135d-4cd2-bc38-192a574a8ea9,-10427,201,-529,582,-265400,-48100,-40600,273,-223,-345,811.77,44.2,-42.27
eee321a3-e29b-4819-8237-73b20e43890b,-10408,378,-958,497,-118900,100100,-48500,355,-231,-147,1143.53,64.24,-62.58
564b664b-b70a-4dba-84f0-84711f13a588,-10389,277,-945,516,-21400,-197000,-5800,333,-250,-80,1111.76,62.35,-61.36
4d6448f0-f530-4906-9e43-3010de6836ab,-10364,108,-1040,-1360,-100300,30500,21300,258,-49,245,1715.48,142.45,-142.59
c9b24e7f-1d51-4d0f-8ee6-d74410689d45,-10345,-870,954,-189,412400,642900,273100,340,-159,-356,1304.89,98.33,101.21
9face6f5-a4d7-46bb-a653-fba6148040f9,-10327,1525,613,-1070,-307800,-462600,-367500,321,-220,-302,1961.2,123.06,150.19
83c8d19a-51fe-4629-b8c8-ecc0157774f6,-10308,-1998,1997,1165,262300,560900,328300,216,56,-500,3055.69,67.59,59.74
3634f5f4-2e79-4d08-ace1-97852e7c88f2,-10289,1998,-544,1907,195800,87200,-234300,69,-96,-506,2815.06,47.36,-15.92
14a35bf3-e80e-4644-8b20-9a41db31a702,-10270,-600,-364,778,22100,205700,-6500,20,90,-540,1047.75,42.05,-25.07
b12c8be2-e235-4e5a-bf83-37042ba0152b,-10252,-657,-203,878,40800,122500,-24100,-16,259,-513,1115.23,38.07,-13.02
5c80740e-f6ca-4342-af0c-483dd025e6c6,-10233,-705,-60,439,7700,-26800,115000,-52,358,-452,832.67,58.18,-7.78
3cc7e3ec-31ea-4912-b76a-6bd82ae82e87,-10214,-709,603,527,195600,65600,114800,-310,321,-354,1069.59,60.48,48.85
2da21730-688b-49d0-b78d-9029daeffa73,-10195,-583,782,322,92900,7800,75100,-451,253,-221,1027.18,71.73,67.62
85e78463-e513-4cf0-9446-1ef2e56755ac,-10177,-756,979,149,-13900,13700,-40600,-444,249,-219,1245.86,83.13,81.35
113d1e14-d2a5-46e1-b924-23ae3013019c,-10158,-619,944,31,220000,32900,15100,-486,208,-119,1129.27,88.43,88.12
d96128b5-1b78-4aab-8590-04e95cde0a8f,-10133,-204,774,-531,30200,115500,104700,-423,38,188,960.55,123.56,124.45
1ca0d0c5-4b93-448e-bfc8-98cc3bef2afa,-10114,99,816,-924,10700,-38700,52700,-381,-102,142,1236.7,138.34,138.55
838fd119-3565-4bf7-8ae0-45dfd9648349,-10095,125,269,-674,227200,51800,1400,-63,-27,344,736.38,156.25,158.24
e949fcd6-19d2-4229-af0b-ccd64e55406e,-10077,-1106,-643,-555,38900,-362300,-7900,95,154,350,1394.53,113.45,-130.8
8dae8830-af65-4c04-93f2-e22b94ad2cb4,-10058,1686,-1486,605,-138700,730100,152600,66,-76,313,2327.41,74.93,-67.85
c48d4f27-985f-423f-a921-0e3b902e038c,-10039,-1998,798,-577,-92400,-169600,230600,66,307,320,2227.5,105.01,125.87
489e9e35-fb4a-4b4a-95d4-e443eb0bbbb2,-10020,1490,-809,-982,60000,27100,35200,222,99,296,1959.31,120.08,-140.52
22ab8e8b-5b82-4af6-aae7-6610dab7d879,-10002,-295,-264,-832,77400,145000,-302800,251,-82,229,921.38,154.55,-162.4
7619a02c-d21d-4c73-b280-8e3fc226d5d6,-9983,119,-99,-639,-1900,-95600,166600,228,-177,194,657.48,166.38,-171.19
00d19a88-8bd2-42bb-86ea-675bc111b709,-9964,691,-201,-1014,-14400,176100,-271100,149,-210,188,1243.41,144.64,-168.79
102324f2-3d9d-4ddc-8dc8-dd34f77b6b85,-9939,754,-179,-559,54000,44100,-148900,-30,-354,25,955.53,125.8,-162.24
70814373-9cf2-4f2b-9490-5fc5de45d842,-9920,970,58,-572,192900,-14000,-171200,-159,-294,85,1127.59,120.48,174.21
6e586865-086f-470b-9ace-4a923e6b1777,-9902,799,-88,-607,100600,53400,-22500,-153,-262,137,1007.27,127.06,-171.75
ee382f45-8278-4d44-ac96-e9daa9f28782,-9883,863,-247,-369,158600,29500,62300,-39,-313,107,970.54,112.35,-146.2
22473f70-2576-4bcb-b7a8-703a0fa8544c,-9864,701,-582,-284,270900,-127700,32900,141,-262,142,954.35,107.31,-116.01
264f09d9-a2ad-4476-9614-018596b006f9,-9845,757,-696,-133,182800,87500,16500,236,-283,64,1036.9,97.37,-100.82
f67e24da-e019-47af-b862-eabb1c4cc2a0,-9827,293,-425,853,226300,302600,6700,215,-249,-351,997.04,31.18,-26.48
1979b074-90c7-4e79-b0f0-425bba5729f3,-9808,-98,-83,1031,150300,182700,3900,75,-69,-521,1038.97,7.1,-4.6
2c7a09a6-7125-448e-bacc-cd892fa24d4f,-9789,-560,174,903,141800,152600,-59500,-115,139,-527,1076.7,33.0,10.91
9c62b486-ea27-449b-b0db-c6d2f7fcbf00,-9770,-775,367,730,-19300,-30400,-46100,-180,270,-465,1126.15,49.59,26.69
055aab40-c3e1-4d08-bb58-0dac6afdbde8,-9752,-515,349,689,16300,-92300,100100,-184,234,-480,928.3,42.08,26.86
f9947b72-dcf1-409e-ad4a-a3766a9d6f26,-9733,-812,544,624,-27000,54300,1400,-240,63,-480,1159.59,57.44,41.08
da0c582d-d498-46f4-923f-0e213e2f9d48,-9708,-863,235,519,72400,40600,-98900,-148,393,-399,1034.1,59.88,24.36
987cb2e1-34f3-4ebd-b852-c3a605559202,-9689,-626,364,648,11500,-94700,220700,-234,316,-420,971.74,48.18,29.32
55ce7def-5434-4d20-86d6-d37f01f812b7,-9670,-760,317,610,-168900,-110600,331100,-250,66,-471,1024.79,53.47,27.46
d9538941-1700-4ca5-a927-2dca29fab273,-9652,-23,-686,1047,-204100,-5900,440300,132,-114,-501,1251.93,33.25,-33.23
b49209b2-433b-44b4-b4c4-d62c2e660b7b,-9633,-682,739,-64,428800,1900,-950100,-114,-129,-486,1007.64,93.64,94.95
77eb75f2-a5cd-482f-8050-4abc1a7398b3,-9614,1705,-1998,1370,-347000,-127700,331000,-138,-117,-489,2962.42,62.45,-55.56
79112c2b-6cb1-4ef3-9a14-f4a2a02478bf,-9595,-1943,-214,-582,-247100,-319700,404700,-334,253,-383,2039.55,106.58,-159.81
49c50bd7-3465-48df-bd21-c2c76e896e2d,-9570,-1998,1377,-1025,60000,24200,-36600,-358,319,-306,2634.15,112.9,126.66
73035c72-edc5-4045-bd71-5429b18433b0,-9558,723,720,699,152800,-137900,59700,-400,147,-329,1236.82,55.59,45.85
a2e508b5-ca7e-40ab-b0c9-333f7b90ebf7,-9533,-239,969,413,-172000,147000,295900,-367,-45,-350,1080.12,67.52,66.92
a67c103a-2b61-444c-8569-c0dde2ada70e,-9514,67,541,805,-197300,84000,135100,-81,-75,-512,972.21,34.11,33.9
8e2bf347-a8bf-4b57-a485-74985728bef3,-9495,250,337,1007,-41000,1400,-40800,90,-49,-518,1090.93,22.62,18.5
329bac34-6cc8-4d76-92b1-cbabb3a0e380,-9477,141,224,989,10400,-58600,-41000,51,-72,-516,1023.81,14.98,12.76
4ec37710-ef5d-412a-bc16-638e85e8e5c6,-9458,260,301,1029,91900,-20200,-196400,-16,-127,-495,1103.2,21.13,16.31
ab69a182-3e4a-4f87-82fa-457f7b47c5ee,-9439,-354,-444,825,-33300,296700,159400,-159,50,-513,1001.54,34.54,-28.29
ee115b27-9e90-4b37-9981-d9ef3ff66603,-9420,-316,853,536,263900,-6700,-62700,-369,65,-377,1055.82,59.49,57.86
8240fd4b-e08b-4bd8-a2fa-fd312d595e08,-9402,-357,947,-524,313100,-97800,-283100,-486,247,-30,1139.66,117.37,118.96
008db03d-2cbd-4ac6-b47a-f0ccbaac1e4d,-9383,-797,116,-486,70200,61100,-150900,-291,463,103,940.67,121.11,166.58
1a74c4ed-51f2-4875-8206-dea632b0a55e,-9364,-607,-482,-504,71400,-5700,-190700,-36,531,136,924.55,123.03,-136.28
b838d265-470e-492e-8a55-ee8bdabc461e,-9345,-560,-677,-600,60500,83900,-116500,132,484,152,1063.92,124.33,-131.55
543782ad-78aa-404b-af33-4a1fb5001344,-9327,-268,-933,-611,83500,122800,-50100,243,369,190,1147.01,122.19,-123.22
7f43e39c-452e-4a70-9fe2-58a678c5316e,-9308,-281,-889,-500,32000,43700,53000,282,334,187,1057.96,118.2,-119.35
822b0d89-adee-4946-bf69-b428824b3511,-9283,-915,56,-408,-369800,-186200,458200,-243,495,79,1003.41,113.99,172.18
0aa0ffb0-f2ab-4ae3-8139-91fa43e859cc,-9264,-475,649,432,-500900,-99000,347900,-306,68,-440,912.93,61.76,56.35
e5c632f0-df31-44f0-b286-38edf5d4e877,-9245,181,756,1281,371000,237500,-239200,-247,-1,-461,1498.42,31.25,30.55
08b4cd12-91f5-4cdb-bcf4-255290c76e44,-9227,-766,11,-46,-366500,-172400,315100,-414,250,-293,767.46,93.44,166.55
6479a2a0-fed4-49d5-a2b1-4c2722040868,-9208,-104,546,756,-437400,-261400,363000,-108,-93,-498,938.33,36.32,35.84
efc244c3-a6e2-4222-a5d0-135d16d4919d,-9189,466,-318,811,-197600,-108800,-8100,245,-262,-317,987.93,34.82,-21.41
5ddf1f41-1fe7-4e88-bcaa-bba653ab1083,-9170,635,-321,617,-175200,3700,-98100,240,-315,-198,941.78,49.07,-27.49
155c34c7-e813-4979-a3e2-d9ff1d0a9842,-9152,741,-547,508,-72100,500,7000,224,-334,-143,1051.83,61.12,-47.12
1d46a3b2-a481-4d66-b5e7-527e77d5f719,-9127,458,-506,854,-23800,7200,33100,240,-292,-237,1093.21,38.63,-30.65
52262901-911d-447d-912e-89a01a18dffa,-9108,452,-811,-179,-164200,-314500,184300,334,-139,121,945.55,100.91,-102.45
2c5a3139-aa35-499d-8c26-1b88aa30d529,-9089,-98,-937,-749,-72800,53100,14700,200,144,308,1203.57,128.49,-128.64
3897ffc2-1faf-4298-a26c-ede96f1f2985,-9070,-60,-370,-430,-94700,9100,32900,108,83,341,570.44,138.92,-139.29
a2c5b97d-0e93-42d4-ab23-7fea35215790,-9052,-299,-368,-1997,326200,205100,-87800,18,26,346,2052.52,166.64,-169.56
9bcba6e2-e1f1-4062-8aa7-4b25d0e08183,-9033,-1651,652,1814,35300,194800,42200,349,-205,-236,2538.01,44.38,19.77
0aa2d99c-02d8-426a-994e-cd916c72a361,-9014,776,-587,897,92700,5600,149400,152,-120,-494,1323.39,47.33,-33.2
2ed49ee6-039d-441c-a912-2ae1c32a7884,-8995,-220,-33,1093,105100,40600,-26300,26,35,-537,1115.41,11.5,-1.73
eb286739-514b-4cff-8836-0e31a6a365b5,-8977,-734,128,720,119400,160400,-10600,-154,232,-491,1036.12,45.98,10.08
102146d2-9245-4987-8680-bd946347f6d6,-8952,-820,213,408,59200,73700,-18200,-256,363,-341,940.34,64.29,27.57
9e2d874c-e61b-454b-bb52-114c127d6a15,-8933,-959,338,327,22600,29100,-6300,-286,412,-270,1068.11,72.17,45.95
4b075b8a-8c3a-4aa4-bc4a-985bc4c28476,-8914,-948,259,168,-6100,17200,900,-276,432,-237,997.0,80.3,57.03
8c53011d-dcee-4820-bc8f-b0fe60d87719,-8895,-935,236,100,14500,58500,-11800,-283,454,-206,969.5,84.08,67.04
678503cc-5adb-4640-afde-4afaa1349752,-8877,-971,261,-35,29800,68000,-11900,-294,477,-122,1006.08,91.99,97.64
744da816-ddbd-41f2-8ea8-d262240def3d,-8858,-956,219,-365,42100,103400,-7700,-277,492,-5,1046.48,110.41,149.04
29ba06cf-d30c-460d-9238-5996a2d8dd9b,-8839,-793,125,-634,12400,73900,22800,-274,462,104,1022.95,128.3,168.85
ae2c2bb7-a225-47c5-af19-b8b4ed53d987,-8820,-423,217,-630,4400,2800,218000,-357,363,157,789.25,142.96,160.99
92340e7f-b767-4a52-8093-8a59de7b6ded,-8802,200,1194,-562,-105000,-117700,424200,-417,11,134,1334.72,114.9,115.21
0efb4573-bc9f-468e-9725-6a1c8388d491,-8783,393,1446,-468,-370100,187800,127000,-289,-265,6,1569.84,107.34,107.93
1c960231-3c8c-463a-9c8a-a9016cd972b8,-8764,271,459,877,-506300,71600,-193300,20,-232,-431,1026.28,31.29,27.63
7f3eaad0-909f-45be-8832-107eafa7a931,-8745,55,-308,900,-501000,-11400,-149000,376,-169,-237,952.83,19.17,-18.89
efee0cb3-9d85-42fd-9ed0-4ba69f2c5198,-8720,619,-600,-590,-154200,-10700,-19600,140,-190,206,1044.63,124.39,-134.52
153befe5-f633-4e6e-8dfd-834761d100d3,-8702,710,-491,-862,-109800,124800,-4900,45,-226,203,1219.93,134.96,-150.33
59088f84-6eba-4546-8cf6-a7e731f0c7fa,-8689,966,-241,-832,-143900,183600,-32200,-54,-310,95,1297.48,129.88,-163.85
28ccd961-d705-4a91-8d4d-7095802af9dd,-8664,1258,-388,-487,251600,276000,130100,21,-349,-191,1403.67,110.3,-141.46
3f111b2f-b136-42b0-9882-fca8fc1d7d1b,-8645,246,-322,-37,210100,351600,35200,-36,-109,-507,406.9,95.22,-96.55
0891542f-6345-4208-9c20-b3fae18401af,-8627,-366,82,257,131800,150900,62900,-318,244,-375,454.67,55.58,17.7
52ff7c9a-edbe-4521-af21-1e96d629f597,-8608,-574,593,365,79800,52200,75900,-441,265,-96,902.41,66.14,58.39
bc6fbf42-310a-4d6e-9b7b-8555fafc10de,-8589,-837,1028,-319,8400,70200,90300,-442,168,82,1363.49,103.53,107.24
a69dbecd-53a7-48f0-9617-124a947990ee,-8570,-1111,1369,-504,-12500,-32500,-20000,-445,115,46,1833.71,105.95,110.21
3bc7d76d-e8f2-46e7-a6a3-e70785dfb15b,-8552,-346,717,332,18900,-40200,-59000,-445,190,-9,862.57,67.36,65.15
b9600ede-0e22-4187-bdce-b6809640b94c,-8527,-596,865,94,-85400,-110300,47300,-450,171,-9,1054.65,84.89,83.8
abc93603-03e9-4de3-818b-bc12c0b0ed8e,-8508,-60,934,783,-206900,-265500,169500,-433,8,-200,1220.26,50.08,50.03
98d82e09-209f-441d-a01e-c3c08c989daf,-8489,-78,387,1045,-360700,-156800,2300,-199,-147,-407,1117.08,20.7,20.32
36b57048-d7b2-4e5b-870c-6467b9daf8dd,-8470,200,-111,342,-17400,-164800,-37200,-60,-232,-386,411.44,33.78,-17.98
e7ed8821-435f-4347-8fca-d17c2832bc88,-8452,795,51,492,6600,6300,-126300,-114,-277,-296,936.32,58.3,5.92
f360d3a8-5feb-48e0-8030-9b092e4b3108,-8433,1152,631,1753,69000,93700,-94700,-246,-151,-332,2190.5,36.84,19.8
6e38c4b2-4283-4214-b2fe-d211f80270e9,-8414,469,407,697,181000,327500,-284200,-420,102,-252,933.5,41.7,30.28
094bdaeb-6d42-45f4-8f4b-12d43833a02e,-8395,-43,23,-13,167000,318200,-116700,-391,363,21,50.47,104.93,119.48
73eda0d1-8f14-46a8-a736-cc05ee6d27eb,-8377,-441,1034,-493,71600,132000,118700,-310,229,220,1227.47,113.68,115.49
bcf776ee-84f3-4448-ae04-14a703798181,-8352,191,1871,-831,75800,24800,268500,-268,51,268,2056.13,113.84,113.95
5c095c79-cec3-4743-9b87-d1a51f270557,-8333,-766,-22,-1635,-252200,-171500,383800,-222,-294,0,1805.68,154.89,-179.23
7ab5d79f-c944-4db7-9448-d0f8a7f7c6c9,-8314,-116,-170,47,-34300,15600,81200,-298,-273,-143,211.1,77.14,-74.55
f1deeb41-e32f-4adf-86be-c77b42261d8d,-8302,559,174,315,10500,-83100,33800,-283,-288,-140,664.82,61.72,28.92
d40eb9ad-3ade-41b1-8dd3-49663773a73d,-8277,1497,353,194,-54800,-225800,66000,-186,-324,-53,1550.24,82.81,61.21
c0183ec5-3c53-4d99-8741-7915e6ee6d2e,-8258,1403,838,991,-25900,322000,-670300,-414,-138,-98,1911.21,58.77,40.22
fef98035-cce8-4305-9254-81770b50b71b,-8239,356,272,279,262300,49700,-64100,-423,313,64,527.79,58.09,44.27
145a4728-cd1e-4132-a851-5c94f4696375,-8220,-50,352,-426,95800,114800,20500,-307,304,214,554.87,140.15,140.43
64ffe67e-698c-4094-a91a-40c2bcb1ec9a,-8202,293,217,-1200,626100,221200,46000,95,117,331,1254.17,163.1,169.75
402b3540-6117-455d-99be-d3a5b3c2f986,-8183,-698,-1262,-1279,479200,-303300,166400,415,171,13,1927.61,131.57,-135.38
df812b1e-821e-445f-894b-d6b38dda8bf2,-8164,215,-377,-210,94000,-203700,106600,373,268,-270,482.13,115.82,-119.12
55ab5a06-635e-4bfb-b068-4163e69d6515,-8145,-31,30,632,185600,-170400,-36000,173,63,-503,633.47,3.9,2.72
d8a78bd3-da75-42ac-858b-789b425942c1,-8127,-464,-145,1537,192900,-26700,-221300,-6,45,-522,1612.05,17.55,-5.39
b329a3e0-7daf-4fd3-847d-473fdfe8d1af,-8102,-222,-385,690,12300,-126700,36100,-213,59,-480,820.74,32.79,-29.16
227d0429-bbb7-4d12-99f0-90439fc921e1,-8083,-119,-28,721,6900,54300,-328900,-268,96,-452,731.29,9.62,-2.22
307a1817-3afe-4e03-a706-7ce71bb3e550,-8064,-236,631,471,152500,-101300,-212800,-325,199,-369,822.01,55.04,53.26
be635a52-b3f6-438b-bc60-56f5de2b90bc,-8045,-125,1237,306,346800,-170700,-55100,-411,298,-59,1280.4,76.17,76.11
ad0034e9-9982-4129-8ffa-c359bb53b334,-8027,621,1654,672,219800,-449000,454000,-454,171,27,1890.22,69.18,67.89
ab8fa16e-9c23-4e5e-a9e7-759c295c6de0,-8008,533,560,-458,-37300,-328200,479600,-273,-97,191,898.58,120.64,129.28
df96b6fa-8eb5-4ac8-9ee3-f26bf06dfbcc,-7989,322,136,-759,-20700,-85400,289900,-96,-84,262,835.62,155.27,169.84
ffec55cd-929c-49e6-a13e-b8dfebe9e6a5,-7970,465,385,-1183,-312900,274800,146000,-97,-211,145,1328.13,152.96,161.97
831b9440-6595-4547-a23b-6a45fb298ed8,-7952,1240,293,-1412,78200,115700,108000,-61,-324,30,1901.89,137.94,168.28
ab9b5b23-48c2-4539-80df-c2b563930072,-7933,512,-250,-392,481800,612200,-179300,-139,-228,-374,691.6,124.53,-147.47
28022e17-4074-4d37-a746-aba082128bc2,-7908,-129,588,-50,366500,315700,-87900,-460,177,28,604.06,94.75,94.86
7f6c21c9-0b83-4f2f-9bcf-b283d73337f9,-7889,91,392,-822,199200,240900,30300,-283,33,230,915.22,153.92,154.5
e59b21e0-3661-4f32-8b90-fdf3a5f7bec6,-7870,1054,742,-288,41000,268800,143500,-117,-171,194,1320.77,102.59,111.21
3f362301-13ff-4e45-bb9e-f4a07697bced,-7852,877,1115,-505,-267700,86600,90100,24,-295,77,1505.78,109.6,114.37
7678c951-5462-4587-923e-68033a49ad0d,-7833,787,440,-207,-471700,188500,-31900,-105,-310,-90,925.1,102.93,115.19
2c62a057-63f2-41df-9996-d5209af59c59,-7814,532,28,642,-483400,161900,-130800,-42,-226,-363,834.25,39.69,2.5
dddeda20-945f-431c-9c7a-fdeac5625c4a,-7795,534,-413,722,-200900,78300,-154400,78,-183,-396,988.44,43.08,-29.77
212d6d76-5355-43ca-9094-1aba8a4d296a,-7777,256,-523,1146,-32400,140300,-103900,60,-87,-447,1285.45,26.94,-24.53
b78bc4d3-3a05-4f7d-ae1c-197d2e072050,-7758,635,-599,852,44300,30800,-33600,32,-78,-449,1219.81,45.7,-35.11
b1c7a62f-6529-43c7-83fb-78c433d77a08,-7739,358,-356,833,10900,-50100,63400,-19,-27,-453,974.06,31.22,-23.14
0800a214-98e5-44b7-a8c9-95f7ac614e83,-7714,310,-267,1183,82800,102800,128000,-112,-7,-459,1251.75,19.08,-12.72
a50ca64e-692a-479b-8d93-8a687951be9d,-7695,-30,139,782,12100,-66200,75100,-174,14,-462,794.82,10.3,10.08
ad19dd8b-5826-4b09-9881-fd4ba725ea3f,-7683,-60,270,1106,-93600,-181900,119800,-151,-90,-470,1140.06,14.04,13.72
04c6c588-9253-4b4b-8292-df95e181e316,-7658,-163,620,1200,-30500,89800,151200,-162,-69,-473,1360.5,28.11,27.32
9ca1ca52-8567-4f8f-8530-291306b620d7,-7639,746,1006,56,-472400,-141600,-580600,-13,-81,-492,1253.67,87.44,86.81
379604fb-f938-486d-8b8b-283006e2e078,-7620,1118,1198,719,331800,-29000,667300,23,-51,-510,1789.44,66.31,59.03
c3fac0a7-93d6-451d-b0af-1da2648439c7,-7602,-358,1001,995,-104800,-85100,-575400,-36,71,-512,1456.09,46.9,45.17
2711d2ed-3129-4df9-a268-2e259b3b5e68,-7583,-1998,1997,108,101200,32300,581400,-91,138,-513,2826.96,87.81,86.9
0f7b7cda-c0b4-403f-bbc5-cafbe44956bf,-7564,1998,-1899,1056,42300,69300,-349000,-82,96,-513,2951.84,69.04,-60.92
f948ae2e-2230-486d-baaa-83b8bcd97ebd,-7545,100,110,1764,368300,-107700,303800,-61,-273,-345,1770.25,4.82,3.57
206c736c-a895-4ce1-9e96-fe4f3120ec1c,-7527,754,-92,650,-210600,72000,152100,84,-358,-111,999.74,49.45,-8.06
8ae9a630-63d4-45e1-8643-1f8e395aba68,-7508,644,-535,-1192,-599500,-111400,203700,239,-291,-41,1456.65,144.92,-155.83
9aefb712-1471-4c39-a5b4-e17172aed522,-7483,586,-353,-548,-194400,146700,138900,203,-238,79,876.53,128.7,-147.21
672a248a-fac3-4ae1-818e-a99e43f39d6f,-7464,1268,431,-612,-134700,70200,113800,191,-228,37,1472.46,114.56,144.84
bef7b9a9-553b-4b94-b81d-65272262b6e5,-7445,893,-152,-513,236700,-157200,135000,327,-111,33,1041.02,119.52,-163.5
8a73dc1c-e7cd-4fc5-b3e9-e8ee011e2527,-7427,261,-627,31,265800,-78100,25800,390,72,-233,679.86,87.39,-87.17
2fe1bdd2-fd63-4875-b967-f6e454c2fb45,-7408,-69,-619,691,179100,-69300,128400,222,59,-444,930.27,42.03,-41.85
3915be8d-71f8-4623-8b2b-0d7e7f5cb588,-7389,-228,-61,1085,238000,-60300,-25300,6,14,-501,1110.37,12.27,-3.22
f5c5daeb-9d75-481a-b8b7-c56da6bcfe95,-7370,-129,360,1189,190700,5900,-112200,-285,14,-386,1248.98,17.83,16.85
c1208a16-d587-4c19-85a3-a4b36c7c14f5,-7352,427,-429,1002,77700,200200,32400,-342,180,-308,1170.63,31.14,-23.18
